application_id,borrower_id,application_date,approval_date,time_to_decision,application_status,amount_requested,approved_amount,interest_rate,term,ltv_ratio,combined_ltv,loan_purpose,credit_score,annual_income,property_value
sdv-id-gSmYMD,sdv-pii-wl7wj,2022-12-08,2023-03-25,12,Pending,71021,2725,5.91,180,63.4,70.1,Debt Consolidation,750,65409,299519
sdv-id-PtvLNa,sdv-pii-bdwuu,2024-07-02,2024-10-06,16,Denied,151489,9214,6.15,180,83.8,90.4,Home Improvement,787,97387,478544
sdv-id-qDEMwS,sdv-pii-nmvde,2024-04-24,2024-08-01,13,Approved,74417,27673,6.25,240,54.5,61.5,Home Improvement,790,75751,408322
sdv-id-zOMcFc,sdv-pii-g11x4,2022-02-13,2022-05-13,13,Pending,59419,865,5.97,240,57.4,63.5,Debt Consolidation,608,62231,290557
sdv-id-IJpSVb,sdv-pii-svo68,2024-10-05,2024-04-22,11,Approved,82318,27079,6.25,240,63.8,72.0,Home Improvement,794,120247,436535
sdv-id-epLsLi,sdv-pii-60vj2,2022-01-18,2022-04-04,18,Approved,145833,577,0.43,360,77.3,84.4,Home Improvement,623,75577,389838
sdv-id-ZUIolm,sdv-pii-riizp,2023-04-02,2022-10-02,11,Approved,111051,15473,6.25,240,64.3,68.5,Home Improvement,794,104592,432440
sdv-id-FFukAH,sdv-pii-iu7t6,2023-03-18,2023-07-12,13,Approved,77290,81716,6.25,180,53.6,59.1,Home Improvement,795,128695,450722
sdv-id-bUTrQO,sdv-pii-sred1,2024-08-16,2023-12-06,11,Approved,55559,5724,6.25,120,50.6,57.5,Debt Consolidation,749,66525,306155
sdv-id-IjaxBu,sdv-pii-bk6pd,2023-09-03,,15,Approved,151342,3933,3.96,360,82.9,89.7,Debt Consolidation,780,97289,485972
sdv-id-nGiYhq,sdv-pii-t17uw,2023-10-28,,17,Approved,186857,2895,1.46,360,88.0,95.1,Home Improvement,730,120122,521540
sdv-id-OYYfZu,sdv-pii-takpa,2023-01-01,,18,Approved,90661,3774,5.52,240,68.5,75.0,Debt Consolidation,677,80586,311793
sdv-id-PnJiRh,sdv-pii-e5huw,2022-05-29,2022-11-13,13,Approved,44929,98986,6.25,180,42.0,47.9,Medical Expenses,794,98577,301223
sdv-id-XTfpIc,sdv-pii-54o1k,2022-03-22,2022-03-12,16,Pending,137201,91,0.0,240,83.5,91.1,Home Improvement,610,64939,333971
sdv-id-QXkpxt,sdv-pii-o1iir,2024-10-29,2024-08-12,13,Denied,141954,9700,6.25,120,76.4,83.1,Medical Expenses,769,105152,476922
sdv-id-uKgcnG,sdv-pii-etq0u,2022-02-03,2022-01-20,12,Approved,181017,556,0.04,360,84.4,90.9,Home Improvement,715,115517,506170
sdv-id-EzbPZr,sdv-pii-mlbv1,2023-04-12,2023-05-17,11,Approved,56348,3141,6.25,180,48.4,55.7,Medical Expenses,724,61797,266771
sdv-id-sslbea,sdv-pii-tcgvb,2024-09-03,2024-09-04,10,Approved,49026,103680,6.25,240,42.2,48.3,Debt Consolidation,795,128561,385796
sdv-id-OxAJau,sdv-pii-rh9nk,2024-11-12,,14,Approved,101232,65651,6.25,240,55.6,58.8,Debt Consolidation,790,134599,441098
sdv-id-tXoGEI,sdv-pii-mjkwb,2022-09-30,,11,Approved,52795,69814,6.25,360,43.3,49.7,Debt Consolidation,795,99785,401886
sdv-id-mUvEgL,sdv-pii-1mzt1,2023-03-02,2023-04-11,12,Approved,134257,15891,6.25,240,68.5,74.4,Debt Consolidation,761,120782,402207
sdv-id-vDMXly,sdv-pii-z2v6y,2024-02-17,2024-04-10,16,Denied,199193,5,0.0,240,90.9,98.2,Home Improvement,682,67563,474190
sdv-id-nOOQoS,sdv-pii-1k3c7,2023-10-28,,10,Approved,149074,11,0.0,120,87.9,95.9,Debt Consolidation,657,61497,314695
sdv-id-KkcpJF,sdv-pii-q6coq,2023-08-02,2023-11-02,10,Denied,72114,6964,6.25,240,54.4,61.8,Home Improvement,741,92924,362375
sdv-id-OESJAl,sdv-pii-p78wp,2023-06-29,2023-07-03,12,Approved,71299,6961,6.13,360,49.5,56.6,Education Expenses,774,83363,435197
sdv-id-sDBBEH,sdv-pii-8yvxr,2024-02-29,2023-11-03,12,Pending,95615,281,0.2,360,74.1,83.7,Home Improvement,737,70456,336412
sdv-id-MuUnCu,sdv-pii-u8dfw,2023-09-03,2022-11-21,12,Pending,118271,3661,5.72,240,69.7,74.8,Debt Consolidation,788,99156,487167
sdv-id-lQlkMZ,sdv-pii-wksds,2023-08-18,2023-08-30,11,Approved,91310,2452,6.2,240,62.8,68.5,Medical Expenses,771,69523,328331
sdv-id-JkgXGD,sdv-pii-mbv32,2022-04-03,,9,Approved,40341,36947,6.25,180,41.6,48.2,Medical Expenses,619,64177,265489
sdv-id-bBEMmZ,sdv-pii-2uw8n,2022-01-22,2022-01-21,10,Approved,45137,7532,6.25,180,45.5,51.9,Debt Consolidation,699,64006,269196
sdv-id-LkLCSG,sdv-pii-5rntg,2022-06-12,,11,Approved,43795,86,0.43,180,50.4,59.7,Debt Consolidation,607,61058,265551
sdv-id-pVpyfX,sdv-pii-zpprg,2022-10-11,2023-01-11,15,Approved,109675,1325,1.0,360,60.0,66.4,Debt Consolidation,717,71071,388359
sdv-id-WyTUHy,sdv-pii-h8obl,2023-06-11,2023-09-28,13,Approved,77604,3810,6.24,240,67.1,77.1,Education Expenses,671,77014,286335
sdv-id-KBVwTu,sdv-pii-i577k,2024-12-15,2024-11-22,13,Denied,174594,66,0.0,240,89.8,97.3,Debt Consolidation,699,77287,368860
sdv-id-rcpiCI,sdv-pii-sfzgh,2023-08-12,2022-09-07,12,Approved,50478,6708,6.25,240,45.7,52.7,Home Improvement,667,83676,289212
sdv-id-NYbhcc,sdv-pii-s4ves,2022-12-10,2022-09-19,10,Approved,52934,20784,6.25,180,43.9,50.1,Debt Consolidation,781,74747,292426
sdv-id-YjJonx,sdv-pii-gj4v1,2024-03-08,2024-01-12,12,Pending,187655,9426,6.24,180,89.6,96.8,Home Improvement,705,128340,490787
sdv-id-NIudLv,sdv-pii-q4ilh,2024-05-09,2024-10-05,13,Approved,50047,43110,6.25,180,43.6,49.6,Debt Consolidation,707,68095,281914
sdv-id-iyTKPT,sdv-pii-yiaxy,2024-10-11,2024-08-27,16,Approved,82533,26148,6.25,180,51.6,58.3,Debt Consolidation,760,108638,337404
sdv-id-dpXWSe,sdv-pii-pnd6p,2023-02-13,,13,Approved,80072,54538,6.25,180,60.2,65.8,Debt Consolidation,795,91743,337606
sdv-id-AeghAY,sdv-pii-j6j7j,2023-05-09,2024-05-18,21,Approved,199111,473,0.01,360,90.8,98.0,Debt Consolidation,700,125668,514938
sdv-id-tXNAEy,sdv-pii-0ov3s,2022-12-31,2023-02-23,16,Approved,141900,634,1.36,120,85.1,92.3,Medical Expenses,718,74949,371624
sdv-id-fQtXsq,sdv-pii-k2f72,2024-09-02,2024-08-30,17,Approved,101638,11650,6.25,180,64.4,70.6,Debt Consolidation,754,78219,367670
sdv-id-gcbHFR,sdv-pii-org6d,2023-09-25,2023-01-02,17,Approved,142974,40,0.01,240,82.3,89.6,Debt Consolidation,632,62086,296748
sdv-id-hpnXju,sdv-pii-3t5bu,2023-11-18,2024-06-08,14,Pending,193701,1,0.0,360,90.8,98.1,Home Improvement,605,87619,511317
sdv-id-VEfvXv,sdv-pii-ic6j6,2023-10-13,2023-07-01,18,Pending,116725,30,0.0,360,82.1,91.6,Home Improvement,686,68021,378886
sdv-id-eFhZOS,sdv-pii-mgagt,2023-06-11,,8,Approved,42530,65695,6.25,240,41.3,47.5,Education Expenses,792,99455,287058
sdv-id-wWtOpk,sdv-pii-vvta0,2022-12-05,,14,Approved,83968,3419,6.24,240,71.7,79.6,Education Expenses,641,92625,331773
sdv-id-AidbQq,sdv-pii-s6bgp,2024-02-03,,13,Approved,153413,10084,6.25,360,81.9,88.0,Home Improvement,733,126626,505849
sdv-id-aLLIMM,sdv-pii-4tsg8,2022-02-10,2022-07-21,9,Approved,85100,38363,6.25,360,50.3,56.4,Debt Consolidation,794,112519,439053
sdv-id-neKFVU,sdv-pii-3sr16,2022-08-07,2022-10-05,11,Approved,56551,55288,6.25,360,43.3,49.4,Debt Consolidation,779,100115,340722
sdv-id-IaphcN,sdv-pii-zpxla,2023-05-03,2023-11-01,15,Approved,158370,25835,6.25,120,76.8,81.4,Home Improvement,795,124262,496398
sdv-id-BjKUde,sdv-pii-s7a77,2022-12-26,,16,Denied,122219,237,0.4,180,78.9,87.5,Education Expenses,615,65154,326093
sdv-id-hfjuPM,sdv-pii-hxvlr,2024-05-29,2024-04-30,12,Approved,127912,8240,6.18,120,67.9,74.2,Home Improvement,788,108230,473193
sdv-id-iDtSvr,sdv-pii-3ozql,2022-01-20,2022-02-04,12,Approved,120355,11703,6.25,240,74.1,80.3,Debt Consolidation,711,127901,431833
sdv-id-uEycoE,sdv-pii-otuop,2023-05-24,2023-05-20,10,Approved,87238,36868,6.25,360,51.2,57.2,Home Improvement,787,127112,399438
sdv-id-hCPNek,sdv-pii-2oj9o,2024-06-16,2024-06-20,10,Approved,50173,4364,6.25,240,51.9,59.4,Debt Consolidation,739,64881,283699
sdv-id-bkTGuX,sdv-pii-juwj3,2023-05-18,2022-04-19,14,Approved,62088,1160,3.65,180,56.2,65.1,Medical Expenses,743,62996,268393
sdv-id-ORgjYW,sdv-pii-g2eks,2023-08-22,,10,Pending,159526,124,0.0,360,85.2,93.7,Home Improvement,772,104501,442732
sdv-id-LcsqCP,sdv-pii-jjjg2,2022-06-17,,17,Approved,113666,257,0.98,240,77.7,85.1,Medical Expenses,625,80046,330074
sdv-id-FtULcv,sdv-pii-4mk5e,2022-03-12,,15,Pending,131319,1544,1.89,120,78.0,85.0,Debt Consolidation,720,79935,407659
sdv-id-UDrIgW,sdv-pii-6cg82,2022-02-05,2022-03-17,11,Approved,102363,7387,6.24,240,76.2,83.7,Debt Consolidation,690,71360,328661
sdv-id-WISRmf,sdv-pii-0fwus,2022-10-10,,15,Approved,58818,2198,6.12,240,50.7,58.3,Home Improvement,649,61760,288707
sdv-id-GztLzX,sdv-pii-0ysyd,2022-05-19,,12,Approved,101437,1714,5.78,240,68.6,73.9,Home Improvement,662,63731,311648
sdv-id-eMPwsq,sdv-pii-g8scc,2023-10-05,,17,Approved,120840,551,0.13,180,69.8,75.7,Home Improvement,704,75822,396799
sdv-id-nOoHDd,sdv-pii-dk0ex,2024-09-09,2024-08-02,13,Approved,94004,33344,6.25,180,64.5,69.4,Debt Consolidation,794,95574,366565
sdv-id-zzCmvR,sdv-pii-ua1c6,2024-03-03,,14,Approved,74852,27288,6.25,180,56.3,64.1,Education Expenses,730,94361,367508
sdv-id-ZvjuCV,sdv-pii-au8ut,2024-05-31,2024-02-27,13,Approved,71055,35154,6.25,120,52.4,60.3,Home Improvement,793,114967,439652
sdv-id-aaIEFJ,sdv-pii-4hv2g,2023-03-30,,14,Approved,138233,17515,6.25,360,75.2,81.5,Debt Consolidation,784,102701,486489
sdv-id-NkQhxR,sdv-pii-3qnpv,2024-05-07,2024-02-07,13,Approved,116776,29780,6.25,360,73.9,80.7,Debt Consolidation,793,130580,460543
sdv-id-MznJxp,sdv-pii-63q9p,2024-08-11,2024-09-20,16,Approved,94065,113952,6.25,120,48.2,53.1,Medical Expenses,794,128603,408675
sdv-id-IGiZsK,sdv-pii-o2hly,2023-01-19,2023-07-20,16,Denied,69202,241,1.58,360,58.6,66.7,Home Improvement,699,61216,308726
sdv-id-RkRAOI,sdv-pii-8eosm,2024-06-26,,20,Approved,85069,0,0.0,240,81.1,90.3,Debt Consolidation,617,61185,285299
sdv-id-QBTleJ,sdv-pii-qxc4t,2023-12-27,2023-09-25,11,Approved,56645,67350,6.25,180,44.1,49.6,Home Improvement,793,122737,392655
sdv-id-eLZEtf,sdv-pii-1i2ts,2023-10-28,2023-10-28,13,Approved,186348,22231,6.25,240,86.6,93.7,Home Improvement,794,142189,535209
sdv-id-ShocJB,sdv-pii-whdkr,2022-10-15,,12,Approved,53317,20147,6.25,240,53.1,60.7,Education Expenses,731,75090,280925
sdv-id-xtTyGe,sdv-pii-de3xk,2024-01-09,2022-08-09,15,Pending,137189,79,0.0,240,79.4,86.4,Debt Consolidation,676,71940,370463
sdv-id-LKJbQG,sdv-pii-a4s2l,2022-03-22,2022-04-16,14,Approved,189273,7266,3.93,360,89.0,96.2,Home Improvement,751,110842,533404
sdv-id-IDKhmk,sdv-pii-bsv9b,2023-12-19,,12,Approved,92409,7986,6.25,180,65.2,71.5,Education Expenses,754,82806,336855
sdv-id-qCJDeR,sdv-pii-o845o,2023-08-20,,16,Approved,111710,31444,6.25,180,72.4,81.6,Debt Consolidation,793,85017,442446
sdv-id-rOyjMl,sdv-pii-ssefm,2024-10-02,2024-03-07,13,Approved,96141,38103,6.25,240,55.4,59.6,Home Improvement,795,128509,474338
sdv-id-zZbGJS,sdv-pii-bfvd7,2022-10-04,,20,Pending,193976,0,0.0,120,90.8,98.2,Home Improvement,610,77090,471497
sdv-id-lZKafu,sdv-pii-szrla,2023-11-21,,13,Approved,153531,16449,6.25,120,80.3,87.4,Education Expenses,792,116141,487093
sdv-id-CiRoDh,sdv-pii-3digd,2024-01-14,,12,Approved,72370,21773,6.25,240,44.7,50.1,Home Improvement,794,110679,404750
sdv-id-yixoNz,sdv-pii-sui5i,2024-04-25,2024-08-15,13,Approved,65589,18553,6.25,120,52.2,59.3,Education Expenses,777,90767,351450
sdv-id-mGwMTR,sdv-pii-p3qwm,2024-02-24,2023-07-29,14,Denied,83841,655,1.18,120,72.2,80.1,Debt Consolidation,701,77231,348501
sdv-id-EVIROT,sdv-pii-scvcw,2023-02-05,2022-07-20,18,Approved,72585,16685,6.25,240,53.7,60.3,Debt Consolidation,777,109377,290411
sdv-id-rkqBZo,sdv-pii-ekq4l,2024-05-20,2024-08-23,18,Approved,73260,1792,6.03,240,67.5,75.6,Debt Consolidation,684,80331,336570
sdv-id-ExpWmz,sdv-pii-fsf7y,2022-07-06,2022-11-02,15,Approved,158585,24994,6.25,240,65.8,71.7,Home Improvement,740,140880,537628
sdv-id-dDQMak,sdv-pii-28g5z,2023-07-10,2023-08-20,10,Approved,118679,29844,6.25,240,65.6,70.7,Home Improvement,755,131794,449374
sdv-id-DeHFpo,sdv-pii-w9xka,2024-06-16,,12,Approved,54379,15624,6.25,180,48.4,53.9,Debt Consolidation,727,64340,288396
sdv-id-mbMtPR,sdv-pii-fezt3,2024-11-26,,14,Denied,105433,10604,6.25,360,60.5,69.3,Debt Consolidation,791,132136,431489
sdv-id-imtJey,sdv-pii-vdq7a,2022-04-19,2022-03-02,14,Approved,173774,1167,0.36,360,85.7,92.3,Home Improvement,676,129065,501088
sdv-id-ygHtdo,sdv-pii-53wgc,2024-02-06,2024-11-09,15,Approved,123230,79351,6.25,240,63.1,66.2,Debt Consolidation,795,123088,454007
sdv-id-GdweTV,sdv-pii-6r7gr,2024-03-15,,16,Approved,113789,4621,6.06,240,66.4,73.5,Home Improvement,790,93068,442158
sdv-id-wgpwXG,sdv-pii-2i2dq,2022-09-10,2023-04-09,12,Approved,123332,1191,1.76,360,75.0,82.8,Debt Consolidation,743,72397,391069
sdv-id-trLqBN,sdv-pii-v5eut,2024-05-24,2024-08-12,17,Denied,188896,5768,5.92,360,88.6,95.7,Home Improvement,793,138812,533873
sdv-id-JtPevx,sdv-pii-l73a8,2024-04-29,,12,Approved,41691,3097,6.24,240,41.9,48.5,Debt Consolidation,774,66311,269652
sdv-id-ooJPLF,sdv-pii-4tejp,2023-01-05,,13,Approved,50774,5791,6.25,180,57.0,66.3,Education Expenses,680,61207,287306
sdv-id-mUERBS,sdv-pii-m9b18,2022-09-28,2023-03-25,20,Withdrawn,138129,3456,5.33,120,81.3,88.7,Debt Consolidation,660,96903,400313
sdv-id-FMZfMk,sdv-pii-icy2z,2022-10-17,2024-01-09,16,Approved,183953,348,0.08,180,89.2,96.3,Debt Consolidation,697,74408,399924
sdv-id-tdiCgc,sdv-pii-xuwjj,2024-12-16,,15,Approved,58673,6084,6.25,180,55.0,60.8,Education Expenses,720,62730,288142
sdv-id-AwXNoT,sdv-pii-9htr4,2022-11-18,,18,Approved,88951,20664,6.25,180,58.8,65.5,Education Expenses,789,87186,374771
sdv-id-xcruVp,sdv-pii-cin53,2023-04-07,2024-08-12,15,Approved,192658,5054,5.88,180,90.4,97.6,Debt Consolidation,787,99640,488525
sdv-id-waVZFy,sdv-pii-wikm3,2023-02-28,2023-08-19,12,Approved,149167,1466,3.46,240,86.8,94.2,Education Expenses,682,73030,360571
sdv-id-uIPPdf,sdv-pii-6cm4a,2022-09-08,,16,Approved,162388,2050,1.81,240,81.4,88.6,Home Improvement,678,89508,456934
sdv-id-GvbsoE,sdv-pii-aifvn,2023-07-22,2023-09-03,19,Approved,96570,31878,6.25,240,57.4,62.3,Home Improvement,795,112167,457775
sdv-id-EfrcyQ,sdv-pii-166v1,2022-04-18,,11,Approved,79260,45672,6.25,180,55.2,61.1,Debt Consolidation,787,100062,300872
sdv-id-cnnhMR,sdv-pii-tbemw,2022-01-15,2022-02-02,9,Approved,51834,80484,6.25,360,44.1,50.1,Debt Consolidation,795,129964,428399
sdv-id-XylbQu,sdv-pii-t6w6p,2022-08-03,,10,Approved,110545,6645,6.24,240,66.9,74.0,Debt Consolidation,716,106706,362811
sdv-id-qEhcha,sdv-pii-6mi4o,2024-10-12,,15,Approved,85003,61627,6.25,360,49.4,54.4,Home Improvement,784,128301,447657
sdv-id-lOJvAV,sdv-pii-gpbk3,2023-05-30,2023-07-24,12,Approved,72254,9310,6.25,180,66.0,74.2,Education Expenses,686,67023,273672
sdv-id-auJCgZ,sdv-pii-qiefs,2023-04-07,,11,Approved,78310,4303,6.25,120,53.7,59.4,Medical Expenses,742,73494,321959
sdv-id-SOzxFC,sdv-pii-sy9e5,2022-09-20,2022-12-06,18,Approved,177018,9282,6.15,360,89.4,96.5,Debt Consolidation,731,112660,464664
sdv-id-fXwSWx,sdv-pii-lasys,2023-04-12,,15,Approved,137327,43205,6.25,240,77.2,82.7,Home Improvement,767,137950,474376
sdv-id-xNkzvX,sdv-pii-ua3k8,2023-12-22,,13,Approved,123540,339,0.73,240,81.2,87.6,Debt Consolidation,717,72916,382192
sdv-id-YBYHHN,sdv-pii-z23eu,2022-10-25,2023-01-28,14,Approved,78216,64165,6.25,180,52.4,58.3,Education Expenses,792,112866,345590
sdv-id-CygbuB,sdv-pii-ta4jh,2024-08-22,2024-08-13,13,Approved,123639,78,0.0,180,86.8,94.6,Debt Consolidation,656,64821,291761
sdv-id-SjtUuP,sdv-pii-y0gmv,2022-02-20,2022-05-23,12,Denied,96142,4368,6.13,180,66.9,73.9,Home Improvement,783,89802,394073
sdv-id-KuUNYc,sdv-pii-cmh6b,2023-06-20,2024-05-20,10,Approved,138763,7713,6.24,240,77.5,82.5,Debt Consolidation,743,81770,356643
sdv-id-TgLPZa,sdv-pii-vl3v2,2022-11-12,,17,Withdrawn,193662,354,0.01,360,89.8,97.2,Debt Consolidation,645,93636,504575
sdv-id-CsnLTM,sdv-pii-wt62h,2022-12-23,2023-07-18,14,Denied,200492,21,0.0,360,90.7,98.0,Home Improvement,645,95445,509780
sdv-id-hsRqqA,sdv-pii-6b9ky,2023-12-04,2024-09-22,10,Approved,104638,214,0.33,120,63.5,70.9,Home Improvement,749,86203,320632
sdv-id-weowCD,sdv-pii-bkf44,2022-06-26,2022-11-30,12,Approved,105865,22756,6.25,240,66.5,73.3,Home Improvement,791,105429,357231
sdv-id-leEIBn,sdv-pii-d6x19,2022-03-26,2022-10-31,12,Approved,69736,11964,6.25,120,55.7,62.5,Home Improvement,686,73497,311517
sdv-id-emhJDU,sdv-pii-1e68a,2022-04-10,2022-06-17,11,Approved,127465,12515,6.25,360,64.4,69.5,Education Expenses,775,101127,454901
sdv-id-NPrEeM,sdv-pii-bhevo,2022-07-20,2022-10-01,11,Approved,63357,42673,6.25,180,50.8,56.0,Debt Consolidation,714,67171,290107
sdv-id-qQlnnI,sdv-pii-igarz,2022-12-21,,12,Approved,105109,9930,6.25,360,64.0,69.0,Home Improvement,775,79000,365910
sdv-id-MUJJKC,sdv-pii-momf6,2022-05-19,2022-07-15,16,Approved,121036,256,0.87,360,84.2,92.2,Medical Expenses,658,72548,301166
sdv-id-WLkfCm,sdv-pii-96dqj,2022-07-01,2022-07-10,20,Approved,102405,7894,6.21,180,65.5,72.4,Debt Consolidation,688,69912,361918
sdv-id-QqPZzU,sdv-pii-895dd,2022-03-07,,10,Approved,98996,11173,6.25,360,64.6,71.4,Medical Expenses,781,99687,316671
sdv-id-typcjf,sdv-pii-3h1l5,2023-05-20,2023-06-23,26,Approved,95410,26747,6.25,180,52.9,58.3,Debt Consolidation,680,98696,447112
sdv-id-VgxKBS,sdv-pii-ca1t8,2022-12-14,,11,Denied,47810,66967,6.25,240,42.4,48.1,Home Improvement,794,115310,361110
sdv-id-gcqgqm,sdv-pii-48ghp,2023-03-16,2023-07-11,14,Approved,129922,560,0.53,360,78.6,85.0,Debt Consolidation,629,80231,338317
sdv-id-cGhgMI,sdv-pii-3aq07,2022-01-16,2022-01-18,11,Approved,64082,53600,6.25,240,47.0,52.5,Debt Consolidation,791,129073,318817
sdv-id-RQjDxx,sdv-pii-au0cz,2022-02-18,,23,Approved,64213,738,4.89,240,58.7,65.5,Debt Consolidation,617,61105,287285
sdv-id-CZwYaM,sdv-pii-dfkzf,2024-11-19,,10,Approved,77520,8986,6.25,240,60.7,67.1,Home Improvement,785,95263,369081
sdv-id-uPQdNC,sdv-pii-npsmy,2023-04-21,,18,Approved,151445,7054,6.24,180,77.8,82.7,Debt Consolidation,766,72691,405532
sdv-id-dBjvSO,sdv-pii-muc86,2023-04-18,2023-04-26,14,Approved,92527,88736,6.25,240,51.4,56.4,Medical Expenses,793,139638,463818
sdv-id-WbWgnc,sdv-pii-5qfrj,2024-08-31,,18,Denied,66665,13485,6.25,180,55.2,61.2,Home Improvement,694,72762,327517
sdv-id-DbadHo,sdv-pii-gdg5g,2022-03-17,2022-09-02,14,Approved,116042,5220,6.24,180,67.9,74.0,Education Expenses,666,78617,357916
sdv-id-YBHAdZ,sdv-pii-fhhvp,2022-07-23,2024-03-22,12,Approved,90141,42545,6.25,240,61.4,66.0,Debt Consolidation,779,110487,437608
sdv-id-bkGCQV,sdv-pii-2f29v,2022-07-28,,18,Approved,166213,14179,6.24,180,86.8,94.6,Debt Consolidation,737,106969,528909
sdv-id-OUcdtu,sdv-pii-s8zad,2023-01-02,,14,Approved,144255,6528,6.05,360,72.0,78.5,Home Improvement,759,83979,431466
sdv-id-gMCclQ,sdv-pii-ltlfx,2024-01-13,2022-11-08,13,Approved,44885,15239,6.25,180,45.3,51.1,Home Improvement,774,64901,270382
sdv-id-NdNYLl,sdv-pii-0qxx2,2022-03-06,2022-08-26,12,Denied,117948,14690,6.25,120,71.8,78.8,Education Expenses,791,82136,418091
sdv-id-blYiYz,sdv-pii-y85p4,2024-05-18,2024-07-05,14,Approved,108546,30502,6.25,180,64.2,69.2,Home Improvement,776,109950,427451
sdv-id-RUWXfX,sdv-pii-3k1s3,2023-05-13,2023-09-01,9,Approved,67545,18222,6.25,180,65.4,73.3,Home Improvement,784,88128,288267
sdv-id-IlHzWn,sdv-pii-2e4zx,2024-02-18,2024-01-25,21,Approved,118628,4478,3.75,360,68.2,76.5,Home Improvement,782,96702,465601
sdv-id-BmCPsx,sdv-pii-e4fw2,2023-01-14,,13,Approved,178342,1537,1.01,240,84.5,92.0,Debt Consolidation,667,78122,459265
sdv-id-AlfcJX,sdv-pii-ydpl5,2022-11-18,2023-02-19,13,Approved,94677,5109,6.17,120,63.6,71.9,Education Expenses,707,107171,406682
sdv-id-XjPiFb,sdv-pii-ltcw5,2023-12-31,2023-11-22,20,Withdrawn,122347,324,0.29,180,82.3,90.3,Debt Consolidation,702,63542,323650
sdv-id-yEADOS,sdv-pii-vsha0,2022-04-10,2022-04-24,16,Approved,83243,406,0.74,240,68.5,77.2,Debt Consolidation,644,67654,295927
sdv-id-zIEqTX,sdv-pii-53hoo,2024-05-22,,14,Approved,66372,2326,6.12,240,54.1,62.6,Home Improvement,700,63232,349661
sdv-id-ErxmsA,sdv-pii-63clj,2022-12-21,2023-06-23,11,Approved,196255,56680,6.25,360,86.0,91.7,Home Improvement,795,139708,539976
sdv-id-JphvEx,sdv-pii-sat4q,2023-01-30,2022-09-08,10,Approved,78047,35528,6.25,180,50.6,57.7,Education Expenses,794,107765,343447
sdv-id-XWJEfT,sdv-pii-5kgvl,2024-02-11,2023-12-29,14,Pending,111508,0,0.0,240,85.4,94.2,Home Improvement,614,61453,335353
sdv-id-ZajNvD,sdv-pii-6ussj,2022-03-30,,19,Approved,52814,6639,6.25,180,63.1,72.3,Medical Expenses,641,62851,267106
sdv-id-dPVVRo,sdv-pii-idxg7,2023-05-06,2023-02-01,14,Approved,73067,29974,6.25,180,48.2,54.6,Education Expenses,726,108340,404734
sdv-id-rkQIYn,sdv-pii-yvebh,2022-01-21,,9,Pending,126353,3931,6.25,360,72.0,77.7,Debt Consolidation,692,95044,340253
sdv-id-hwmjAC,sdv-pii-ltr85,2022-06-07,2022-12-15,13,Approved,107065,207,0.02,360,67.6,77.4,Debt Consolidation,680,63303,376772
sdv-id-wHRehT,sdv-pii-1nafs,2024-02-06,,13,Approved,137120,17790,6.25,240,76.4,81.4,Medical Expenses,774,113263,447406
sdv-id-aVoUtx,sdv-pii-v4cjw,2024-03-23,2023-09-12,20,Pending,108188,3,0.0,180,83.9,91.4,Home Improvement,632,62547,286150
sdv-id-yFMagj,sdv-pii-904ie,2024-03-23,2024-03-26,16,Approved,75040,7021,6.24,180,55.8,63.4,Debt Consolidation,637,65865,375810
sdv-id-OjtYKE,sdv-pii-q7her,2022-08-13,2023-09-22,13,Approved,120206,29897,6.25,360,64.9,70.3,Debt Consolidation,784,124932,456312
sdv-id-LFdtyC,sdv-pii-rycyg,2022-02-16,2022-04-11,12,Approved,94819,41074,6.25,180,55.8,58.7,Home Improvement,795,96101,368027
sdv-id-BvqcBO,sdv-pii-a0uks,2022-11-08,2022-08-21,10,Approved,53969,5183,6.25,360,47.6,54.2,Home Improvement,642,64691,287424
sdv-id-LSDfXU,sdv-pii-6zook,2022-02-10,2022-03-28,18,Withdrawn,202248,351,0.01,360,91.0,98.3,Education Expenses,752,87602,516864
sdv-id-tZGRgu,sdv-pii-qu2cg,2024-03-28,2023-06-15,10,Approved,43820,441,5.45,120,44.2,51.3,Debt Consolidation,708,62868,266375
sdv-id-nkhgJW,sdv-pii-9wxdd,2022-03-22,2022-09-03,16,Approved,47573,361,3.08,240,48.4,56.1,Debt Consolidation,706,62397,286814
sdv-id-KXSquQ,sdv-pii-gaq3u,2023-05-04,2023-11-03,17,Pending,106537,1704,4.8,360,58.4,65.9,Medical Expenses,685,77413,380437
sdv-id-zdmgqJ,sdv-pii-1qpen,2022-09-05,2024-01-14,11,Approved,41256,16205,6.25,240,41.9,48.3,Debt Consolidation,644,61780,267942
sdv-id-hprbYL,sdv-pii-fblsk,2024-10-31,2024-10-29,17,Pending,105904,30,0.0,180,83.2,91.0,Debt Consolidation,611,62088,316304
sdv-id-lVvqJt,sdv-pii-a2yvr,2023-01-30,2023-08-16,10,Approved,134648,39369,6.25,180,74.2,79.9,Debt Consolidation,770,119985,464117
sdv-id-AeFJHq,sdv-pii-1ri9v,2022-04-08,2022-05-31,12,Approved,82047,9117,6.25,360,58.5,62.1,Home Improvement,780,117743,452722
sdv-id-gXdnon,sdv-pii-szjiy,2023-08-13,2024-09-08,11,Approved,52601,65908,6.25,120,47.4,54.6,Home Improvement,794,122924,473775
